3	181443060	181443070	4.590217
3	181443070	181443080	4.602293
3	181443080	181443090	4.506569
3	181443930	181443940	4.344807
3	181443940	181443950	4.402117
3	181443950	181443960	4.370132
3	181443960	181443970	3.47563
3	181443970	181443980	2.067865
3	181443980	181443990	1.309416
3	181443990	181444000	1.27348
3	181444000	181444010	1.248267
3	181444010	181444020	1.248359
3	181444020	181444030	1.233969
3	181444030	181444040	1.956813
3	181444040	181444050	1.991543
3	181444050	181444060	1.963335
3	181444060	181444070	3.200388
3	181444070	181444080	3.270233
3	181444080	181444090	3.3178
3	181444090	181444100	3.330352
3	181444100	181444110	3.402675
3	181444110	181444120	3.277127
3	181444980	181444990	4.929669
3	181444990	181445000	4.819922
3	181445000	181445010	4.708286
3	181454700	181454710	4.633178
3	181454710	181454720	4.597725
3	181454720	181454730	4.565565
3	181454730	181454740	4.424626
3	181454740	181454750	2.686771
3	181454750	181454760	2.69925
3	181454760	181454770	3.036083
3	181454770	181454780	2.95715
3	181454780	181454790	3.051388
3	181454790	181454800	3.180883
3	181454800	181454810	3.36062
3	181454810	181454820	3.430592
3	181454820	181454830	4.493538
3	181454830	181454840	2.582018
3	181454840	181454850	2.537552
3	181454850	181454860	2.46452
3	181454860	181454870	2.506184
3	181454870	181454880	2.432315
3	181454880	181454890	2.443948
3	181454890	181454900	4.201246
3	181454900	181454910	4.290006
3	181455460	181455470	3.964613
3	181455470	181455480	2.313665
3	181455480	181455490	4.148534
3	181455490	181455500	4.065698
3	181455500	181455510	4.087267
3	181455510	181455520	3.884558
3	181455520	181455530	2.353961
3	181455530	181455540	3.966681
3	181455540	181455550	3.867785
3	181455550	181455560	3.952679
3	181455560	181455570	4.066559
3	181455570	181455580	4.168961
3	181455580	181455590	4.112066
3	181455590	181455600	2.468034
3	181455600	181455610	4.102681
3	181455610	181455620	4.020405
3	181457260	181457270	3.738623
3	181457270	181457280	3.376167
3	181457280	181457290	3.285397
3	181457290	181457300	3.23729
3	181457300	181457310	3.083379
3	181457310	181457320	2.659903
3	181457320	181457330	2.30583
3	181457330	181457340	2.339998
3	181457340	181457350	1.422194
3	181457350	181457360	1.460627
3	181457360	181457370	1.459514
3	181457370	181457380	1.466378
3	181457380	181457390	0.987597
3	181457390	181457400	0.993138
3	181457400	181457410	0.990807
3	181457410	181457420	0.998846
3	181457420	181457430	0.984045
3	181457430	181457440	0.987884
3	181457440	181457450	0.984663
3	181457450	181457460	1.54971
3	181457460	181457470	1.50615
3	181457470	181457480	1.468846
3	181457480	181457490	1.438536
3	181457490	181457500	1.438772
3	181457500	181457510	2.236545
3	181457510	181457520	2.280438
3	181457520	181457530	2.314133
3	181457530	181457540	2.298433
3	181457540	181457550	1.162481
3	181457550	181457560	1.166439
3	181457560	181457570	1.138982
3	181457570	181457580	1.152416
3	181457580	181457590	1.156193
3	181457590	181457600	0.932522
3	181457600	181457610	0.936371
3	181457610	181457620	0.948452
3	181457620	181457630	0.824196
3	181457630	181457640	0.823848
3	181457640	181457650	0.828418
3	181457650	181457660	0.828164
3	181457660	181457670	0.726073
3	181457670	181457680	0.626623
3	181457680	181457690	0.622543
3	181457690	181457700	0.580344
3	181457700	181457710	0.642224
3	181457710	181457720	0.661658
3	181457720	181457730	0.527843
3	181457730	181457740	0.520885
3	181457740	181457750	0.521285
3	181457750	181457760	0.520235
3	181457760	181457770	0.522022
3	181457770	181457780	0.515903
3	181457780	181457790	0.559932
3	181457790	181457800	0.619341
3	181457800	181457810	0.609408
3	181457810	181457820	0.731405
3	181457820	181457830	0.77082
3	181457830	181457840	0.784842
3	181457840	181457850	0.785721
3	181457850	181457860	1.145854
3	181457860	181457870	1.252078
3	181457870	181457880	1.388143
3	181457880	181457890	1.369725
3	181457890	181457900	1.435436
3	181457900	181457910	1.423309
3	181457910	181457920	1.426679
3	181457920	181457930	1.406274
3	181457930	181457940	1.398353
3	181457940	181457950	1.425341
3	181457950	181457960	1.418554
3	181457960	181457970	1.422901
3	181457970	181457980	1.431612
3	181457980	181457990	1.415248
3	181457990	181458000	2.26501
3	181458000	181458010	1.382779
3	181458010	181458020	1.429134
3	181458020	181458030	1.483806
3	181458030	181458040	1.508859
3	181458040	181458050	1.497272
3	181458050	181458060	1.024631
3	181458060	181458070	0.995166
3	181458070	181458080	0.869312
3	181458080	181458090	0.879875
3	181458090	181458100	1.028625
3	181458100	181458110	1.026087
3	181458110	181458120	1.036506
3	181458120	181458130	1.033882
3	181458130	181458140	1.572467
3	181458140	181458150	1.634217
3	181458150	181458160	1.594479
3	181458160	181458170	1.592612
3	181458170	181458180	1.977194
3	181458180	181458190	1.972731
3	181458190	181458200	1.625994
3	181458200	181458210	1.633055
3	181458210	181458220	2.026942
3	181458220	181458230	2.052252
3	181458230	181458240	3.516981
3	181458240	181458250	4.224739
3	181458250	181458260	4.429555
3	181458260	181458270	4.455776
3	181459720	181459730	3.950091
3	181459730	181459740	4.175837
3	181459740	181459750	4.097172
3	181459750	181459760	4.10988
3	181459760	181459770	4.184553
3	181459770	181459780	4.087577
3	181459780	181459790	2.384905
3	181459790	181459800	2.40503
3	181459800	181459810	2.357418
3	181459810	181459820	2.362574
3	181459820	181459830	2.089471
3	181459830	181459840	2.111013
3	181459840	181459850	1.6287
3	181459850	181459860	1.58585
3	181459860	181459870	2.511997
3	181459870	181459880	2.072937
3	181459880	181459890	1.986739
3	181459890	181459900	1.587385
3	181459900	181459910	1.591236
3	181459910	181459920	1.576281
3	181459920	181459930	4.363521
3	181459930	181459940	4.415206
3	181465040	181465050	4.990428
3	181465050	181465060	4.879925
3	181465060	181465070	2.836654
3	181465070	181465080	2.82732
3	181465080	181465090	2.281656
3	181465090	181465100	3.797043
3	181465100	181465110	3.800234
